Car_ID,Car_Model,Model_Year,Car_Age,Mileage_KM,Fuel_Type,Region,Components,Health_Score,Conditions,Failure_Type,Failure_Date,Maintenance_Type,Maintenance_Cost,Downtime_Hours,Service_Center,Car_Status
CAR-1234,City,2024,2,26721,Petrol,West,Headlight,100,Healthy,No Failure,5/2/2025,Preventive,114.97,2,Center Beta,Healthy
CAR-1344,Premium Sedan,2022,4,37166,Electric,Central,Engine,82,Healthy,No Failure,2/19/2023,Preventive,1008.01,2,Center Delta,Healthy
CAR-1388,City,2022,4,65344,Diesel,East,Cooling System,45,Warning,Overheating,10/23/2024,Corrective,518.21,21,Center Delta,Healthy
CAR-1398,City,2019,7,72613,Electric,Central,Engine,30,Critical,Mechanical Failure,2/18/2025,Corrective,1546.67,19,Center Alpha,Needs Inspection
CAR-1006,Sedan,2019,7,64302,Petrol,South,Battery,48,Warning,Battery Failure,8/29/2023,Preventive,174.32,2,Center Alpha,Healthy
CAR-1286,Sedan,2021,5,68077,Electric,East,Headlight,67,Warning,Lighting Failure,12/1/2025,Preventive,125.06,3,Center Epsilon,Healthy
CAR-1316,City,2019,7,109191,Electric,North,Headlight,37,Critical,Lighting Failure,10/16/2025,Emergency,253.73,50,Center Epsilon,Under Maintenance
CAR-1108,City,2020,6,91035,Petrol,South,Transmission,31,Critical,Transmission Fault,2/18/2024,Emergency,2253.23,63,Center Beta,Under Maintenance
CAR-1179,City,2023,3,48334,Electric,Central,Headlight,91,Healthy,No Failure,11/13/2023,Preventive,104.33,3,Center Alpha,Healthy
CAR-1063,Crossover,2020,6,113933,Diesel,East,Brake,43,Critical,Brake Wear,2/8/2025,Corrective,400.46,13,Center Alpha,Needs Inspection
CAR-1000,Premium Sedan,2018,8,120183,Hybrid,South,Battery,49,Warning,Battery Failure,8/22/2025,Preventive,213.75,3,Center Epsilon,Healthy
CAR-1053,City,2020,6,90153,Hybrid,East,Suspension,15,Critical,Suspension Failure,11/29/2023,Emergency,1447.13,51,Center Beta,Under Maintenance
CAR-1090,Compact,2023,3,44171,Diesel,South,Brake,65,Warning,Brake Wear,8/24/2024,Corrective,417.94,13,Center Delta,Healthy
CAR-1076,Compact,2022,4,35470,Hybrid,West,Engine,94,Healthy,No Failure,6/21/2023,Preventive,677.05,2,Center Beta,Healthy
CAR-1008,Sedan,2022,4,63533,Diesel,East,Engine,61,Warning,Overheating,3/27/2025,Corrective,1471.93,10,Center Delta,Healthy
CAR-1340,City,2022,4,49933,Petrol,South,Engine,64,Warning,Overheating,12/8/2023,Preventive,1012.62,1,Center Beta,Healthy
CAR-1387,Compact,2022,4,48382,Diesel,East,Headlight,75,Healthy,No Failure,10/5/2024,Preventive,108.83,1,Center Gamma,Healthy
CAR-1018,Compact,2022,4,47666,Diesel,North,Battery,53,Warning,Battery Failure,12/28/2024,Corrective,333.69,10,Center Epsilon,Healthy
CAR-1108,City,2020,6,53072,Petrol,South,Cooling System,67,Warning,Overheating,4/30/2025,Preventive,250.34,3,Center Alpha,Healthy
CAR-1230,Crossover,2021,5,61148,Electric,West,Tyre,41,Critical,Tyre Damage,5/5/2025,Corrective,277.66,22,Center Beta,Needs Inspection
CAR-1083,Crossover,2018,8,132987,Petrol,West,Battery,21,Critical,Battery Failure,5/3/2023,Emergency,461.35,32,Center Epsilon,Under Maintenance
CAR-1488,Hatchback,2022,4,40387,Diesel,Central,Headlight,56,Warning,Lighting Failure,11/12/2024,Corrective,203.75,20,Center Beta,Healthy
CAR-1314,City,2020,6,79227,Electric,Central,Engine,44,Critical,Overheating,1/10/2023,Emergency,2515.87,68,Center Gamma,Under Maintenance
CAR-1151,Hatchback,2020,6,74092,Diesel,West,Brake,29,Critical,Brake Wear,7/26/2023,Emergency,542.43,61,Center Alpha,Under Maintenance
CAR-1096,Premium Sedan,2024,2,31916,Hybrid,West,Cooling System,100,Healthy,No Failure,5/3/2023,Preventive,281.38,2,Center Gamma,Healthy
CAR-1471,Hatchback,2023,3,41089,Petrol,East,Battery,76,Healthy,No Failure,12/27/2024,Preventive,233.49,2,Center Alpha,Healthy
CAR-1006,Sedan,2019,7,55069,Petrol,South,Battery,51,Warning,Battery Failure,10/2/2024,Preventive,225.88,2,Center Gamma,Healthy
CAR-1097,Hatchback,2018,8,110718,Hybrid,East,Brake,17,Critical,Brake Wear,7/19/2023,Corrective,400.42,10,Center Delta,Needs Inspection
CAR-1000,Premium Sedan,2018,8,138804,Hybrid,South,Engine,39,Critical,Overheating,4/7/2025,Corrective,1311.93,20,Center Alpha,Needs Inspection
CAR-1232,Sedan,2022,4,41808,Diesel,East,Brake,61,Warning,Brake Wear,11/15/2025,Corrective,437.43,13,Center Epsilon,Healthy
CAR-1405,Premium Sedan,2024,2,32176,Diesel,North,Tyre,46,Warning,Tyre Damage,3/12/2024,Corrective,262.03,7,Center Epsilon,Healthy
CAR-1209,Compact,2021,5,72981,Hybrid,Central,Cooling System,64,Warning,Overheating,3/11/2023,Preventive,375.64,2,Center Epsilon,Healthy
CAR-1340,City,2022,4,51861,Petrol,South,Tyre,65,Warning,Tyre Damage,7/1/2025,Preventive,147.12,3,Center Beta,Healthy
CAR-1021,City,2024,2,35015,Diesel,Central,Headlight,82,Healthy,No Failure,9/12/2025,Preventive,109.87,1,Center Alpha,Healthy
CAR-1027,City,2021,5,86772,Diesel,Central,Suspension,32,Critical,Suspension Failure,7/29/2023,Emergency,1445.39,58,Center Epsilon,Under Maintenance
CAR-1163,Crossover,2024,2,41649,Petrol,West,Cooling System,66,Warning,Overheating,1/21/2024,Corrective,615.8,23,Center Delta,Healthy
CAR-1204,City,2022,4,56826,Diesel,North,Tyre,81,Healthy,No Failure,12/18/2025,Preventive,189.22,3,Center Delta,Healthy
CAR-1224,Sedan,2018,8,110659,Diesel,North,Tyre,23,Critical,Tyre Damage,1/24/2023,Emergency,387.2,53,Center Delta,Under Maintenance
CAR-1486,Crossover,2020,6,71036,Hybrid,Central,Engine,42,Critical,Wear,4/29/2025,Corrective,1459.04,11,Center Epsilon,Needs Inspection
CAR-1206,Premium Sedan,2021,5,83040,Hybrid,North,Headlight,71,Warning,Lighting Failure,9/10/2025,Preventive,80.56,3,Center Gamma,Healthy
CAR-1407,Crossover,2021,5,51029,Diesel,Central,Engine,58,Warning,Wear,1/31/2024,Corrective,1399.27,21,Center Gamma,Healthy
CAR-1465,Compact,2023,3,52727,Electric,North,Engine,50,Warning,Mechanical Failure,10/31/2025,Corrective,1596.4,7,Center Gamma,Healthy
CAR-1089,Hatchback,2024,2,18648,Diesel,North,Tyre,98,Healthy,No Failure,11/10/2025,Preventive,144.78,3,Center Epsilon,Healthy
CAR-1220,Crossover,2018,8,120905,Hybrid,East,Battery,31,Critical,Battery Failure,5/20/2023,Corrective,285.82,12,Center Epsilon,Needs Inspection
CAR-1377,Crossover,2022,4,64390,Diesel,East,Brake,57,Warning,Brake Wear,7/13/2024,Corrective,500,20,Center Delta,Healthy
CAR-1271,Premium Sedan,2019,7,79521,Hybrid,North,Brake,63,Warning,Brake Wear,7/9/2025,Preventive,281.47,1,Center Epsilon,Healthy
CAR-1348,Sedan,2018,8,75951,Hybrid,North,Cooling System,41,Critical,Overheating,9/13/2024,Emergency,793.2,46,Center Alpha,Under Maintenance
CAR-1195,Sedan,2024,2,33017,Petrol,North,Battery,95,Healthy,No Failure,9/4/2025,Preventive,166.13,3,Center Epsilon,Healthy
CAR-1058,Premium Sedan,2019,7,114355,Hybrid,Central,Tyre,43,Critical,Tyre Damage,8/9/2024,Corrective,198.83,14,Center Gamma,Needs Inspection
CAR-1356,Hatchback,2022,4,35778,Hybrid,West,Battery,68,Warning,Battery Failure,4/5/2024,Preventive,152.81,1,Center Epsilon,Healthy
CAR-1121,City,2024,2,36160,Diesel,South,Cooling System,82,Healthy,No Failure,3/22/2024,Preventive,385.64,2,Center Gamma,Healthy
CAR-1010,Premium Sedan,2019,7,65839,Electric,South,Cooling System,33,Critical,Overheating,4/20/2023,Corrective,458.61,17,Center Beta,Needs Inspection
CAR-1417,Compact,2018,8,93504,Electric,North,Battery,45,Warning,Battery Failure,4/5/2024,Corrective,323.98,21,Center Alpha,Healthy
CAR-1204,City,2022,4,45132,Diesel,North,Tyre,83,Healthy,No Failure,10/15/2024,Preventive,172.31,2,Center Alpha,Healthy
CAR-1340,City,2022,4,56457,Petrol,South,Cooling System,73,Warning,Overheating,11/3/2023,Corrective,619.88,15,Center Alpha,Healthy
CAR-1238,Compact,2020,6,67254,Electric,East,Transmission,53,Warning,Transmission Fault,4/14/2025,Corrective,1542.15,16,Center Alpha,Healthy
CAR-1268,Crossover,2021,5,77248,Diesel,East,Brake,57,Warning,Brake Wear,6/16/2025,Corrective,433.39,20,Center Beta,Healthy
CAR-1249,Premium Sedan,2018,8,111530,Hybrid,East,Headlight,40,Critical,Lighting Failure,1/2/2024,Emergency,295.96,43,Center Alpha,Under Maintenance
CAR-1119,Premium Sedan,2021,5,84487,Diesel,East,Transmission,97,Healthy,No Failure,5/13/2025,Preventive,809.03,1,Center Alpha,Healthy
CAR-1367,Premium Sedan,2019,7,89666,Petrol,South,Cooling System,58,Warning,Overheating,4/9/2025,Corrective,386.35,14,Center Epsilon,Healthy
CAR-1105,Premium Sedan,2018,8,91220,Electric,East,Tyre,61,Warning,Tyre Damage,9/28/2023,Preventive,153.13,3,Center Beta,Healthy
CAR-1139,City,2022,4,54795,Electric,North,Transmission,66,Warning,Transmission Fault,5/12/2023,Corrective,1178.67,15,Center Alpha,Healthy
CAR-1009,Hatchback,2021,5,79667,Electric,Central,Transmission,56,Warning,Transmission Fault,7/28/2025,Preventive,928.47,1,Center Delta,Healthy
CAR-1230,Crossover,2021,5,71405,Electric,West,Tyre,55,Warning,Tyre Damage,2/7/2024,Corrective,307.89,7,Center Alpha,Healthy
CAR-1214,City,2024,2,34011,Petrol,South,Brake,98,Healthy,No Failure,12/4/2024,Preventive,250.92,2,Center Delta,Healthy
CAR-1052,Compact,2019,7,98790,Diesel,South,Transmission,46,Warning,Transmission Fault,3/8/2024,Corrective,1450.64,9,Center Beta,Healthy
CAR-1058,Premium Sedan,2019,7,63148,Hybrid,Central,Transmission,80,Healthy,No Failure,8/29/2024,Preventive,962.21,2,Center Alpha,Healthy
CAR-1141,Compact,2019,7,70694,Petrol,West,Cooling System,41,Critical,Overheating,8/23/2023,Emergency,683.77,63,Center Epsilon,Under Maintenance
CAR-1093,City,2018,8,110379,Hybrid,South,Tyre,21,Critical,Tyre Damage,4/2/2024,Emergency,484.41,54,Center Gamma,Under Maintenance
CAR-1041,Sedan,2019,7,91347,Petrol,South,Cooling System,66,Warning,Overheating,1/11/2023,Corrective,533.54,20,Center Alpha,Healthy
CAR-1015,Premium Sedan,2020,6,61475,Petrol,West,Engine,29,Critical,Mechanical Failure,9/12/2024,Emergency,2453.82,50,Center Delta,Under Maintenance
CAR-1007,Sedan,2023,3,32074,Petrol,West,Cooling System,96,Healthy,No Failure,1/12/2024,Preventive,378.03,1,Center Delta,Healthy
CAR-1281,Hatchback,2024,2,33366,Diesel,West,Headlight,74,Warning,Lighting Failure,5/12/2024,Corrective,197.63,19,Center Beta,Healthy
CAR-1111,City,2021,5,91023,Hybrid,Central,Brake,49,Warning,Brake Wear,3/30/2025,Corrective,375.4,10,Center Alpha,Healthy
CAR-1032,Premium Sedan,2018,8,115845,Diesel,North,Tyre,71,Warning,Tyre Damage,9/1/2025,Preventive,138.28,3,Center Gamma,Healthy
CAR-1449,Crossover,2020,6,66571,Diesel,Central,Brake,68,Warning,Brake Wear,1/19/2025,Corrective,468.5,10,Center Delta,Healthy
CAR-1325,Sedan,2019,7,116535,Petrol,North,Headlight,45,Warning,Lighting Failure,11/27/2025,Preventive,95.02,1,Center Gamma,Healthy
CAR-1130,Sedan,2018,8,139072,Electric,Central,Battery,29,Critical,Battery Failure,9/9/2025,Corrective,259.43,12,Center Beta,Needs Inspection
CAR-1184,City,2018,8,101583,Electric,East,Cooling System,43,Critical,Overheating,1/3/2023,Emergency,837.16,22,Center Beta,Needs Inspection
CAR-1412,Compact,2021,5,71622,Hybrid,South,Brake,48,Warning,Brake Wear,5/18/2023,Preventive,250.15,2,Center Epsilon,Healthy
CAR-1421,Compact,2019,7,102414,Diesel,West,Transmission,41,Critical,Transmission Fault,11/26/2023,Emergency,2085.74,44,Center Beta,Under Maintenance
CAR-1170,Premium Sedan,2019,7,61460,Petrol,West,Engine,57,Warning,Overheating,2/6/2025,Corrective,1419.35,21,Center Delta,Healthy
CAR-1383,Compact,2024,2,24663,Electric,South,Headlight,84,Healthy,No Failure,3/3/2025,Preventive,95.45,2,Center Beta,Healthy
CAR-1382,Crossover,2018,8,96773,Electric,West,Cooling System,29,Critical,Overheating,12/29/2024,Emergency,926.7,27,Center Delta,Under Maintenance
CAR-1332,Hatchback,2023,3,41909,Diesel,West,Brake,66,Warning,Brake Wear,12/7/2025,Corrective,504.28,21,Center Epsilon,Healthy
CAR-1094,Premium Sedan,2024,2,44752,Electric,Central,Tyre,58,Warning,Tyre Damage,3/5/2025,Corrective,308.98,16,Center Alpha,Healthy
CAR-1175,Compact,2023,3,51775,Hybrid,Central,Cooling System,94,Healthy,No Failure,8/26/2024,Preventive,274.22,1,Center Beta,Healthy
CAR-1104,City,2021,5,58100,Electric,North,Cooling System,45,Warning,Overheating,9/6/2023,Corrective,475.96,13,Center Gamma,Healthy
CAR-1179,City,2023,3,28600,Electric,Central,Brake,92,Healthy,No Failure,11/27/2025,Preventive,262.8,2,Center Epsilon,Healthy
CAR-1012,Crossover,2024,2,36062,Hybrid,Central,Headlight,61,Warning,Lighting Failure,3/20/2023,Corrective,145.2,22,Center Delta,Healthy
CAR-1356,Hatchback,2022,4,55140,Hybrid,West,Battery,46,Warning,Battery Failure,7/7/2025,Preventive,193.75,3,Center Alpha,Healthy
CAR-1219,Premium Sedan,2023,3,35439,Diesel,North,Battery,82,Healthy,No Failure,12/16/2024,Preventive,174.41,1,Center Alpha,Healthy
CAR-1114,Compact,2018,8,105708,Diesel,East,Brake,35,Critical,Brake Wear,2/11/2023,Corrective,360.39,17,Center Gamma,Needs Inspection
CAR-1188,Sedan,2023,3,51445,Petrol,West,Tyre,74,Warning,Tyre Damage,12/7/2024,Corrective,226.59,12,Center Delta,Healthy
CAR-1193,Hatchback,2021,5,58744,Petrol,North,Brake,56,Warning,Brake Wear,9/9/2025,Corrective,487.59,23,Center Delta,Healthy
CAR-1476,Crossover,2022,4,65043,Electric,East,Battery,40,Critical,Battery Failure,11/10/2023,Corrective,309.56,8,Center Alpha,Needs Inspection
CAR-1034,Crossover,2020,6,74676,Petrol,East,Battery,48,Warning,Battery Failure,8/12/2023,Corrective,246.07,7,Center Delta,Healthy
CAR-1279,Crossover,2020,6,56073,Petrol,West,Tyre,63,Warning,Tyre Damage,3/19/2023,Corrective,265.37,7,Center Beta,Healthy
CAR-1073,Premium Sedan,2021,5,70949,Electric,North,Cooling System,33,Critical,Overheating,4/27/2024,Emergency,608.12,58,Center Beta,Under Maintenance
CAR-1309,Crossover,2023,3,48949,Diesel,West,Headlight,74,Warning,Lighting Failure,7/19/2025,Preventive,109.19,3,Center Gamma,Healthy
CAR-1116,City,2021,5,65072,Electric,North,Brake,53,Warning,Brake Wear,7/4/2025,Preventive,257.04,1,Center Alpha,Healthy
CAR-1054,Compact,2024,2,36832,Hybrid,Central,Engine,91,Healthy,No Failure,8/8/2023,Preventive,898.01,3,Center Delta,Healthy
CAR-1370,Hatchback,2020,6,75058,Petrol,West,Cooling System,50,Warning,Overheating,2/8/2025,Preventive,309.96,2,Center Alpha,Healthy
CAR-1175,Compact,2023,3,53642,Hybrid,Central,Transmission,81,Healthy,No Failure,6/19/2024,Preventive,722.02,1,Center Beta,Healthy
CAR-1036,Crossover,2022,4,62276,Diesel,Central,Headlight,64,Warning,Lighting Failure,4/24/2023,Corrective,201.67,13,Center Beta,Healthy
CAR-1131,Hatchback,2021,5,78898,Diesel,Central,Engine,69,Warning,Overheating,3/2/2023,Preventive,880.26,2,Center Alpha,Healthy
CAR-1273,City,2019,7,103961,Diesel,North,Cooling System,59,Warning,Overheating,11/21/2024,Corrective,424.38,11,Center Gamma,Healthy
CAR-1065,Premium Sedan,2024,2,19570,Electric,North,Suspension,73,Warning,Suspension Failure,5/4/2023,Corrective,915.49,6,Center Delta,Healthy
CAR-1348,Sedan,2018,8,95723,Hybrid,North,Transmission,34,Critical,Transmission Fault,10/25/2025,Emergency,2100.1,21,Center Gamma,Needs Inspection
CAR-1283,Sedan,2018,8,123376,Hybrid,West,Engine,14,Critical,Mechanical Failure,5/15/2023,Emergency,2352.76,52,Center Beta,Under Maintenance
CAR-1205,Compact,2019,7,80149,Diesel,North,Cooling System,71,Warning,Overheating,9/6/2025,Corrective,495.67,20,Center Epsilon,Healthy
CAR-1395,Compact,2021,5,56656,Diesel,South,Tyre,57,Warning,Tyre Damage,6/9/2023,Preventive,157.94,1,Center Alpha,Healthy
CAR-1094,Premium Sedan,2024,2,22377,Electric,Central,Headlight,74,Warning,Lighting Failure,1/24/2024,Corrective,195.36,19,Center Beta,Healthy
CAR-1212,Hatchback,2024,2,22520,Petrol,South,Engine,74,Warning,Mechanical Failure,1/19/2025,Preventive,909.95,2,Center Beta,Healthy
CAR-1246,Crossover,2019,7,59607,Petrol,Central,Suspension,71,Warning,Suspension Failure,4/15/2023,Preventive,470.18,3,Center Delta,Healthy
CAR-1487,Premium Sedan,2024,2,30873,Hybrid,South,Tyre,92,Healthy,No Failure,11/20/2024,Preventive,134.14,3,Center Epsilon,Healthy
CAR-1388,City,2022,4,48330,Diesel,East,Headlight,100,Healthy,No Failure,9/4/2025,Preventive,111.21,1,Center Gamma,Healthy
CAR-1379,Sedan,2023,3,61393,Hybrid,North,Headlight,67,Warning,Lighting Failure,6/19/2024,Corrective,186.78,7,Center Delta,Healthy
CAR-1284,City,2018,8,94549,Diesel,South,Transmission,35,Critical,Transmission Fault,12/11/2025,Emergency,2090.34,68,Center Alpha,Under Maintenance
CAR-1255,Sedan,2023,3,61734,Diesel,Central,Brake,70,Warning,Brake Wear,5/20/2025,Preventive,247.46,1,Center Delta,Healthy
CAR-1021,City,2024,2,20664,Diesel,Central,Brake,81,Healthy,No Failure,8/14/2025,Preventive,277.89,1,Center Delta,Healthy
CAR-1496,Compact,2021,5,82228,Petrol,Central,Tyre,49,Warning,Tyre Damage,1/18/2025,Corrective,234.29,19,Center Epsilon,Healthy
CAR-1133,Sedan,2022,4,31167,Hybrid,West,Tyre,84,Healthy,No Failure,1/23/2024,Preventive,177.82,1,Center Gamma,Healthy
CAR-1463,City,2023,3,41496,Hybrid,Central,Headlight,59,Warning,Lighting Failure,4/2/2023,Corrective,188.12,18,Center Beta,Healthy
CAR-1327,Crossover,2020,6,71384,Petrol,South,Tyre,49,Warning,Tyre Damage,4/7/2025,Corrective,211.09,17,Center Alpha,Healthy
CAR-1389,City,2023,3,46254,Petrol,South,Suspension,76,Healthy,No Failure,8/12/2025,Preventive,566.96,2,Center Alpha,Healthy
CAR-1348,Sedan,2018,8,114525,Hybrid,North,Brake,12,Critical,Brake Wear,3/23/2025,Emergency,720.5,20,Center Beta,Needs Inspection
CAR-1423,Crossover,2019,7,88079,Hybrid,North,Engine,10,Critical,Overheating,7/14/2024,Corrective,1625.1,14,Center Gamma,Needs Inspection
CAR-1114,Compact,2018,8,116883,Diesel,East,Headlight,48,Warning,Lighting Failure,2/16/2023,Preventive,121.92,1,Center Gamma,Healthy
CAR-1413,Compact,2023,3,40354,Diesel,South,Engine,69,Warning,Mechanical Failure,11/3/2025,Corrective,1624.1,7,Center Alpha,Healthy
CAR-1395,Compact,2021,5,49860,Diesel,South,Engine,65,Warning,Mechanical Failure,8/4/2023,Preventive,826.5,2,Center Alpha,Healthy
CAR-1015,Premium Sedan,2020,6,65196,Petrol,West,Transmission,40,Critical,Transmission Fault,1/20/2024,Emergency,2700.35,38,Center Delta,Under Maintenance
CAR-1207,Premium Sedan,2023,3,47929,Diesel,Central,Tyre,74,Warning,Tyre Damage,5/31/2024,Corrective,275.75,6,Center Gamma,Healthy
CAR-1149,Crossover,2024,2,31770,Diesel,West,Brake,88,Healthy,No Failure,2/23/2024,Preventive,252.61,2,Center Gamma,Healthy
CAR-1467,Compact,2022,4,44413,Diesel,North,Suspension,76,Healthy,No Failure,3/11/2024,Preventive,381.93,2,Center Beta,Healthy
CAR-1021,City,2024,2,34027,Diesel,Central,Headlight,100,Healthy,No Failure,2/12/2025,Preventive,119.9,3,Center Beta,Healthy
CAR-1479,Premium Sedan,2019,7,114878,Petrol,South,Battery,31,Critical,Battery Failure,9/12/2024,Emergency,367.5,40,Center Gamma,Under Maintenance
CAR-1472,Hatchback,2019,7,67634,Petrol,East,Battery,61,Warning,Battery Failure,1/18/2025,Corrective,363.98,16,Center Delta,Healthy
CAR-1159,Premium Sedan,2021,5,59276,Electric,East,Battery,77,Healthy,No Failure,8/17/2024,Preventive,198.56,3,Center Gamma,Healthy
CAR-1041,Sedan,2019,7,84411,Petrol,South,Transmission,62,Warning,Transmission Fault,11/22/2023,Preventive,985.67,3,Center Epsilon,Healthy
CAR-1106,Sedan,2023,3,49642,Electric,East,Battery,83,Healthy,No Failure,2/2/2024,Preventive,186.44,2,Center Gamma,Healthy
CAR-1301,City,2019,7,71705,Petrol,West,Tyre,23,Critical,Tyre Damage,10/19/2023,Emergency,406.14,44,Center Delta,Under Maintenance
CAR-1363,City,2024,2,25053,Electric,East,Tyre,59,Warning,Tyre Damage,6/6/2024,Preventive,182.7,3,Center Epsilon,Healthy
CAR-1460,City,2021,5,93692,Hybrid,Central,Tyre,54,Warning,Tyre Damage,4/25/2023,Corrective,205.31,16,Center Alpha,Healthy
CAR-1256,Sedan,2023,3,41170,Diesel,East,Battery,50,Warning,Battery Failure,7/31/2023,Preventive,204.76,1,Center Alpha,Healthy
CAR-1435,Premium Sedan,2020,6,46567,Petrol,North,Battery,79,Healthy,No Failure,6/29/2025,Preventive,144.13,1,Center Delta,Healthy
CAR-1417,Compact,2018,8,72257,Electric,North,Brake,54,Warning,Brake Wear,9/26/2025,Corrective,344.67,13,Center Epsilon,Healthy
CAR-1203,Crossover,2022,4,33533,Hybrid,South,Tyre,56,Warning,Tyre Damage,9/26/2024,Preventive,129.18,2,Center Gamma,Healthy
CAR-1435,Premium Sedan,2020,6,61331,Petrol,North,Tyre,29,Critical,Tyre Damage,11/16/2024,Emergency,308.96,20,Center Beta,Needs Inspection
CAR-1251,Sedan,2024,2,23208,Electric,East,Suspension,94,Healthy,No Failure,8/16/2024,Preventive,567.35,2,Center Delta,Healthy
CAR-1212,Hatchback,2024,2,27993,Petrol,South,Battery,98,Healthy,No Failure,8/13/2023,Preventive,149.53,1,Center Beta,Healthy
CAR-1312,City,2024,2,40776,Diesel,South,Battery,73,Warning,Battery Failure,7/26/2025,Corrective,285.57,7,Center Epsilon,Healthy
CAR-1162,Hatchback,2023,3,33228,Hybrid,Central,Engine,50,Warning,Mechanical Failure,11/20/2025,Preventive,642.4,1,Center Beta,Healthy
CAR-1027,City,2021,5,60684,Diesel,Central,Headlight,81,Healthy,No Failure,6/5/2023,Preventive,117.97,2,Center Beta,Healthy
CAR-1439,Crossover,2018,8,69729,Petrol,Central,Tyre,64,Warning,Tyre Damage,9/22/2023,Corrective,272.6,16,Center Gamma,Healthy
CAR-1257,Premium Sedan,2020,6,73626,Petrol,West,Headlight,31,Critical,Lighting Failure,11/14/2025,Corrective,195.83,21,Center Delta,Needs Inspection
CAR-1145,City,2024,2,16974,Electric,North,Suspension,76,Healthy,No Failure,1/4/2023,Preventive,364.76,1,Center Beta,Healthy
CAR-1246,Crossover,2019,7,118185,Petrol,Central,Headlight,16,Critical,Lighting Failure,11/23/2025,Corrective,193.7,8,Center Delta,Needs Inspection
CAR-1005,Compact,2019,7,69516,Petrol,East,Tyre,29,Critical,Tyre Damage,8/4/2023,Emergency,415.35,56,Center Gamma,Under Maintenance
CAR-1282,Hatchback,2018,8,130724,Electric,West,Engine,27,Critical,Mechanical Failure,2/13/2023,Emergency,1652.82,19,Center Delta,Needs Inspection
CAR-1061,Hatchback,2023,3,47124,Electric,South,Engine,76,Healthy,No Failure,5/3/2024,Preventive,679.08,1,Center Delta,Healthy
CAR-1214,City,2024,2,21263,Petrol,South,Battery,83,Healthy,No Failure,12/4/2024,Preventive,187.06,1,Center Epsilon,Healthy
CAR-1305,Compact,2022,4,67523,Diesel,Central,Tyre,72,Warning,Tyre Damage,2/6/2025,Corrective,248.97,12,Center Epsilon,Healthy
CAR-1099,Hatchback,2018,8,80950,Petrol,West,Brake,48,Warning,Brake Wear,12/16/2024,Corrective,468.14,13,Center Epsilon,Healthy
CAR-1030,Sedan,2021,5,43128,Diesel,East,Headlight,62,Warning,Lighting Failure,10/10/2023,Corrective,179.36,15,Center Delta,Healthy
CAR-1156,Sedan,2018,8,65979,Petrol,East,Cooling System,40,Critical,Overheating,9/27/2024,Emergency,770,60,Center Gamma,Under Maintenance
CAR-1044,Hatchback,2022,4,56226,Diesel,West,Tyre,71,Warning,Tyre Damage,2/9/2023,Preventive,166.58,2,Center Beta,Healthy
CAR-1396,Sedan,2019,7,77112,Petrol,West,Engine,17,Critical,Mechanical Failure,4/18/2025,Emergency,2092.51,46,Center Gamma,Under Maintenance
CAR-1477,Hatchback,2020,6,86533,Electric,Central,Battery,43,Critical,Battery Failure,8/19/2023,Emergency,394.19,43,Center Beta,Under Maintenance
CAR-1039,Premium Sedan,2018,8,111954,Petrol,North,Headlight,47,Warning,Lighting Failure,4/8/2025,Corrective,157.88,8,Center Alpha,Healthy
CAR-1482,Hatchback,2018,8,95584,Diesel,Central,Tyre,23,Critical,Tyre Damage,1/13/2023,Emergency,400.57,50,Center Gamma,Under Maintenance
CAR-1053,City,2020,6,95094,Hybrid,East,Cooling System,35,Critical,Overheating,7/23/2023,Emergency,746.89,47,Center Epsilon,Under Maintenance
CAR-1301,City,2019,7,128834,Petrol,West,Suspension,41,Critical,Suspension Failure,3/3/2023,Emergency,1141.29,21,Center Delta,Needs Inspection
CAR-1062,Sedan,2019,7,86611,Electric,Central,Battery,41,Critical,Battery Failure,6/17/2025,Corrective,246.33,15,Center Alpha,Needs Inspection
CAR-1466,City,2018,8,123548,Petrol,North,Suspension,10,Critical,Suspension Failure,10/7/2023,Emergency,1156.91,36,Center Delta,Under Maintenance
CAR-1162,Hatchback,2023,3,37969,Hybrid,Central,Brake,48,Warning,Brake Wear,1/7/2025,Corrective,483.28,6,Center Delta,Healthy
CAR-1186,Hatchback,2021,5,58175,Petrol,North,Engine,71,Warning,Mechanical Failure,2/1/2024,Corrective,1062.26,21,Center Gamma,Healthy
CAR-1041,Sedan,2019,7,87681,Petrol,South,Brake,44,Critical,Brake Wear,1/13/2025,Emergency,638.7,62,Center Gamma,Under Maintenance
CAR-1463,City,2023,3,35938,Hybrid,Central,Suspension,72,Warning,Suspension Failure,7/23/2025,Corrective,833.57,20,Center Alpha,Healthy
CAR-1408,Crossover,2018,8,86205,Diesel,South,Suspension,18,Critical,Suspension Failure,4/18/2024,Emergency,1291.23,31,Center Alpha,Under Maintenance
CAR-1052,Compact,2019,7,117215,Diesel,South,Battery,41,Critical,Battery Failure,7/19/2025,Corrective,278.94,22,Center Epsilon,Needs Inspection
CAR-1297,Premium Sedan,2022,4,53658,Petrol,East,Tyre,66,Warning,Tyre Damage,9/6/2025,Corrective,220.66,18,Center Epsilon,Healthy
CAR-1217,Compact,2022,4,64843,Petrol,South,Battery,81,Healthy,No Failure,4/15/2025,Preventive,164.22,3,Center Delta,Healthy
CAR-1310,Sedan,2018,8,117224,Petrol,South,Transmission,20,Critical,Transmission Fault,4/2/2024,Corrective,1372.04,18,Center Delta,Needs Inspection
